ID	start	end	strand	phrog_id	phrog_category	phynteny_category	phynteny_score	phynteny_confidence	phage
MF398190.1_234	137015	137408	+	3847	unknown function	DNA, RNA and nucleotide metabolism	1.4644	0.1955	MF398190.1
MF398190.1_235	137409	137631	+	4340	unknown function	DNA, RNA and nucleotide metabolism	1.0999	0.2269	MF398190.1
MF398190.1_236	137696	138008	+	6716	other	NA	NA	NA	MF398190.1
MF398190.1_237	138010	138520	+	4855	lysis	NA	NA	NA	MF398190.1
MF398190.1_238	138521	138851	+	4637	unknown function	DNA, RNA and nucleotide metabolism	1.4462	0.1596	MF398190.1
MF398190.1_239	138856	139051	+	4983	unknown function	moron, auxiliary metabolic gene and host takeover	1.3748	0.1927	MF398190.1
MF398190.1_240	139074	139389	+	5741	unknown function	moron, auxiliary metabolic gene and host takeover	1.7734	0.2061	MF398190.1
MF398190.1_241	139403	139571	+	5729	unknown function	moron, auxiliary metabolic gene and host takeover	2.7588	0.2045	MF398190.1
MF398190.1_242	139607	139709	+	7862	unknown function	moron, auxiliary metabolic gene and host takeover	8.5201	0.4335	MF398190.1
MF398190.1_243	139807	140017	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	5.5916	0.2807	MF398190.1
MF398190.1_244	140028	140121	+	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	6.6323	0.3117	MF398190.1
MF398190.1_245	140127	140232	+	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.9546	0.2094	MF398190.1
MF398190.1_246	140238	140487	+	24718	unknown function	moron, auxiliary metabolic gene and host takeover	3.5633	0.3086	MF398190.1
MF398190.1_247	140472	140568	-	No_PHROG	unknown function	transcription regulation	6.2530	0.2107	MF398190.1
MF398190.1_248	140661	140769	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	5.2543	0.2082	MF398190.1
MF398190.1_249	140873	141173	+	654	unknown function	DNA, RNA and nucleotide metabolism	1.0860	0.1812	MF398190.1
MF398190.1_250	141188	141374	+	3204	unknown function	moron, auxiliary metabolic gene and host takeover	8.0969	0.3866	MF398190.1
MF398190.1_251	141480	141771	+	654	unknown function	integration and excision	1.2658	0.1918	MF398190.1
MF398190.1_252	141770	142058	+	654	unknown function	DNA, RNA and nucleotide metabolism	1.0294	0.2300	MF398190.1
MF398190.1_253	142057	142351	+	654	unknown function	DNA, RNA and nucleotide metabolism	1.3105	0.2121	MF398190.1
MF398190.1_254	142354	142612	+	1099	DNA, RNA and nucleotide metabolism	NA	NA	NA	MF398190.1
MF398190.1_255	142689	142929	+	1099	DNA, RNA and nucleotide metabolism	NA	NA	NA	MF398190.1
MF398190.1_256	142939	143287	+	3522	unknown function	DNA, RNA and nucleotide metabolism	1.7554	0.1914	MF398190.1
MF398190.1_257	143495	143834	-	3077	unknown function	DNA, RNA and nucleotide metabolism	1.1609	0.2110	MF398190.1
MF398190.1_258	143812	143971	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	7.1286	0.3610	MF398190.1
MF398190.1_259	143984	144098	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	6.0311	0.2623	MF398190.1
MF398190.1_260	144144	144453	+	2601	unknown function	DNA, RNA and nucleotide metabolism	2.2075	0.1825	MF398190.1
MF398190.1_261	144471	144606	-	No_PHROG	unknown function	lysis	2.2644	0.1874	MF398190.1
MF398190.1_262	144658	144943	+	3164	unknown function	DNA, RNA and nucleotide metabolism	1.3446	0.1820	MF398190.1
MF398190.1_263	145017	145209	+	3388	other	NA	NA	NA	MF398190.1
MF398190.1_264	145195	145291	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	4.2758	0.2258	MF398190.1
MF398190.1_265	145317	145458	+	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.7332	0.1830	MF398190.1
MF398190.1_266	145525	146014	-	59	DNA, RNA and nucleotide metabolism	NA	NA	NA	MF398190.1
MF398190.1_267	146135	146279	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	5.5269	0.2272	MF398190.1
MF398190.1_268	146351	146447	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	6.0132	0.3130	MF398190.1
MF398190.1_269	146409	146541	+	3837	unknown function	DNA, RNA and nucleotide metabolism	1.5022	0.1936	MF398190.1
MF398190.1_270	146708	147032	+	3276	unknown function	DNA, RNA and nucleotide metabolism	1.3094	0.2419	MF398190.1
MF398190.1_271	147131	147368	+	3480	unknown function	integration and excision	1.5985	0.1832	MF398190.1
MF398190.1_272	147447	147918	+	2543	unknown function	integration and excision	1.0598	0.1765	MF398190.1
MF398190.1_273	147947	148073	+	7733	unknown function	integration and excision	1.3217	0.1578	MF398190.1
MF398190.1_274	148157	148337	+	4863	DNA, RNA and nucleotide metabolism	NA	NA	NA	MF398190.1
MH159197.1_0	91	355	-	2811	head and packaging	NA	NA	NA	MH159197.1
MH159197.1_1	371	545	-	1274	lysis	NA	NA	NA	MH159197.1
MH159197.1_2	551	1130	-	2642	unknown function	lysis	7.8261	0.3739	MH159197.1
MH159197.1_3	1122	1749	-	1817	DNA, RNA and nucleotide metabolism	NA	NA	NA	MH159197.1
MH159197.1_4	1741	2635	-	548	DNA, RNA and nucleotide metabolism	NA	NA	NA	MH159197.1
MH159197.1_5	2638	2863	-	3093	unknown function	lysis	7.4110	0.3007	MH159197.1
MH159197.1_6	2930	3671	-	170	other	NA	NA	NA	MH159197.1
MH159197.1_7	3722	4337	-	2995	unknown function	DNA, RNA and nucleotide metabolism	3.5260	0.2227	MH159197.1
MH159197.1_8	4352	4778	-	531	DNA, RNA and nucleotide metabolism	NA	NA	NA	MH159197.1
MH159197.1_9	4767	4959	-	2706	unknown function	moron, auxiliary metabolic gene and host takeover	6.5185	0.3451	MH159197.1
MH159197.1_10	4981	5623	-	2896	unknown function	DNA, RNA and nucleotide metabolism	1.7505	0.2193	MH159197.1
MH159197.1_11	5612	5843	-	3	transcription regulation	NA	NA	NA	MH159197.1
MH159197.1_12	5845	6073	-	2770	unknown function	moron, auxiliary metabolic gene and host takeover	4.7218	0.2496	MH159197.1
MH159197.1_13	6181	6874	-	3310	other	NA	NA	NA	MH159197.1
MH159197.1_14	7070	7865	-	200	other	NA	NA	NA	MH159197.1
MH159197.1_15	7864	8173	-	3667	unknown function	moron, auxiliary metabolic gene and host takeover	7.9063	0.3238	MH159197.1
MH159197.1_16	8285	9773	-	635	lysis	NA	NA	NA	MH159197.1
MH159197.1_17	9772	10276	-	962	lysis	NA	NA	NA	MH159197.1
MH159197.1_18	10360	10546	-	987	unknown function	moron, auxiliary metabolic gene and host takeover	6.4730	0.2668	MH159197.1
MH159197.1_19	10608	10719	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	8.0547	0.3403	MH159197.1
MH159197.1_20	10943	11048	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	8.7157	0.4397	MH159197.1
MH159197.1_21	11216	11339	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	8.7321	0.4424	MH159197.1
MH159197.1_22	11453	11555	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	8.7726	0.4505	MH159197.1
MH159197.1_23	11730	11838	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	9.2918	0.5866	MH159197.1
MH159197.1_24	11822	11972	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	9.3405	0.6042	MH159197.1
MH159197.1_25	12088	12307	-	1257	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	MH159197.1
MH159197.1_26	12483	12588	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	9.4684	0.6540	MH159197.1
MH159197.1_27	12571	12715	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	9.3330	0.6012	MH159197.1
MH159197.1_28	12787	12997	-	1215	unknown function	head and packaging	1.3430	0.3572	MH159197.1
MH159197.1_29	13009	13342	-	937	other	NA	NA	NA	MH159197.1
MH159197.1_30	13354	13681	-	1481	unknown function	head and packaging	1.6467	0.3725	MH159197.1
MH159197.1_31	13713	13980	-	4526	unknown function	moron, auxiliary metabolic gene and host takeover	9.8946	0.9188	MH159197.1
MH159197.1_32	14120	14507	+	3395	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	MH159197.1
MH159197.1_33	14484	14763	+	1321	unknown function	head and packaging	4.5309	0.2582	MH159197.1
MH159197.1_34	14843	15170	+	1063	head and packaging	NA	NA	NA	MH159197.1
MH159197.1_35	15184	17002	+	675	head and packaging	NA	NA	NA	MH159197.1
MH159197.1_36	16994	17816	+	1917	head and packaging	NA	NA	NA	MH159197.1
MH159197.1_37	17886	17976	+	3863	unknown function	head and packaging	5.2607	0.2159	MH159197.1
MH159197.1_38	17972	18452	+	1116	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	MH159197.1
MH159197.1_39	18544	19723	+	3094	unknown function	head and packaging	3.1633	0.2131	MH159197.1
MH159197.1_40	19807	20149	+	3937	unknown function	head and packaging	2.3464	0.2685	MH159197.1
MH159197.1_41	20226	20538	+	1108	head and packaging	NA	NA	NA	MH159197.1
MH159197.1_42	20541	22233	+	12	head and packaging	NA	NA	NA	MH159197.1
MH159197.1_43	22458	23199	+	1028	head and packaging	NA	NA	NA	MH159197.1
MH159197.1_44	23217	24177	+	1133	unknown function	head and packaging	8.8698	0.4729	MH159197.1
MH159197.1_45	24292	25684	+	752	head and packaging	NA	NA	NA	MH159197.1
MH159197.1_46	25775	26072	+	1205	unknown function	head and packaging	7.6358	0.3339	MH159197.1
MH159197.1_47	26084	26993	+	772	tail	NA	NA	NA	MH159197.1
MH159197.1_48	27006	27885	+	1004	head and packaging	NA	NA	NA	MH159197.1
MH159197.1_49	27884	28505	+	1127	connector	NA	NA	NA	MH159197.1
MH159197.1_50	28523	29360	+	1000	tail	NA	NA	NA	MH159197.1
MH159197.1_51	29361	29577	+	1151	unknown function	head and packaging	7.6531	0.4123	MH159197.1
MH159197.1_52	29603	31367	+	279	tail	NA	NA	NA	MH159197.1
MH159197.1_53	31439	31868	+	985	head and packaging	NA	NA	NA	MH159197.1
MH159197.1_54	31957	32116	+	8192	unknown function	head and packaging	5.9547	0.3070	MH159197.1
MH159197.1_55	32135	32246	+	2701	unknown function	head and packaging	4.4353	0.2479	MH159197.1
MH159197.1_56	32288	32741	+	1905	unknown function	head and packaging	3.2475	0.2260	MH159197.1
MH159197.1_57	32753	32948	+	4320	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	MH159197.1
MH159197.1_58	33018	33330	+	2754	head and packaging	NA	NA	NA	MH159197.1
MH159197.1_59	33461	33920	+	1038	tail	NA	NA	NA	MH159197.1
MH159197.1_60	33963	34500	+	1316	DNA, RNA and nucleotide metabolism	NA	NA	NA	MH159197.1
MH159197.1_61	34555	38611	+	1047	tail	NA	NA	NA	MH159197.1
MH159197.1_62	38688	41115	+	1015	tail	NA	NA	NA	MH159197.1
MH159197.1_63	41128	42016	+	2677	tail	NA	NA	NA	MH159197.1
MH159197.1_64	42015	44562	+	2204	other	NA	NA	NA	MH159197.1
MH159197.1_65	44668	45460	+	1011	head and packaging	NA	NA	NA	MH159197.1
MH159197.1_66	45459	45984	+	1073	unknown function	head and packaging	5.8685	0.3098	MH159197.1
MH159197.1_67	45983	46688	+	975	tail	NA	NA	NA	MH159197.1
MH159197.1_68	46702	47749	+	6	tail	NA	NA	NA	MH159197.1
MH159197.1_69	47769	50835	+	2386	head and packaging	NA	NA	NA	MH159197.1
MH159197.1_70	50945	51467	+	1394	head and packaging	NA	NA	NA	MH159197.1
MH159197.1_71	51487	54946	+	25864	tail	NA	NA	NA	MH159197.1
MH159197.1_72	54994	55153	+	1074	unknown function	head and packaging	2.6417	0.2389	MH159197.1
MH159197.1_73	55153	57076	+	2665	head and packaging	NA	NA	NA	MH159197.1
MH159197.1_74	57089	57464	+	2671	tail	NA	NA	NA	MH159197.1
MH159197.1_75	57470	58847	+	2691	tail	NA	NA	NA	MH159197.1
MH159197.1_76	58936	60685	+	16	DNA, RNA and nucleotide metabolism	NA	NA	NA	MH159197.1
MH159197.1_77	60696	62310	+	1098	DNA, RNA and nucleotide metabolism	NA	NA	NA	MH159197.1
MH159197.1_78	62302	63745	+	19	DNA, RNA and nucleotide metabolism	NA	NA	NA	MH159197.1
MH159197.1_79	63823	64243	+	17590	other	NA	NA	NA	MH159197.1
MH159197.1_80	64242	65268	+	100	DNA, RNA and nucleotide metabolism	NA	NA	NA	MH159197.1
MH159197.1_81	65267	65645	+	2773	unknown function	moron, auxiliary metabolic gene and host takeover	8.2824	0.3685	MH159197.1
MH159197.1_82	65644	67564	+	77	DNA, RNA and nucleotide metabolism	NA	NA	NA	MH159197.1
MH159197.1_83	67563	68160	+	1070	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	MH159197.1
MH159197.1_84	68174	69242	+	47	DNA, RNA and nucleotide metabolism	NA	NA	NA	MH159197.1
MH159197.1_85	69306	69645	+	1291	unknown function	moron, auxiliary metabolic gene and host takeover	8.6261	0.4215	MH159197.1
MH159197.1_86	69644	70097	+	1095	head and packaging	NA	NA	NA	MH159197.1
MH159197.1_87	70083	70692	+	244	DNA, RNA and nucleotide metabolism	NA	NA	NA	MH159197.1
MH159197.1_88	70709	71102	+	883	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	MH159197.1
MH159197.1_89	71116	73231	+	84	DNA, RNA and nucleotide metabolism	NA	NA	NA	MH159197.1
MH159197.1_90	73244	74294	+	86	DNA, RNA and nucleotide metabolism	NA	NA	NA	MH159197.1
MH159197.1_91	74311	74641	+	2797	unknown function	DNA, RNA and nucleotide metabolism	1.1445	0.3537	MH159197.1
MH159197.1_92	74624	74945	+	22	DNA, RNA and nucleotide metabolism	NA	NA	NA	MH159197.1
MH159197.1_93	75057	75165	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	9.4680	0.6561	MH159197.1
MH159197.1_94	75152	75749	+	15477	other	NA	NA	NA	MH159197.1
MH159197.1_95	75758	76064	+	379	DNA, RNA and nucleotide metabolism	NA	NA	NA	MH159197.1
MH159197.1_96	76139	79358	+	17	DNA, RNA and nucleotide metabolism	NA	NA	NA	MH159197.1
MH159197.1_97	79385	79670	+	3621	unknown function	DNA, RNA and nucleotide metabolism	1.6450	0.2109	MH159197.1
MH159197.1_98	79686	80169	+	1069	DNA, RNA and nucleotide metabolism	NA	NA	NA	MH159197.1
MH159197.1_99	80255	81527	+	2672	DNA, RNA and nucleotide metabolism	NA	NA	NA	MH159197.1
MH159197.1_100	81586	82843	+	97	other	NA	NA	NA	MH159197.1
MH159197.1_101	82846	83200	+	1089	unknown function	moron, auxiliary metabolic gene and host takeover	1.6626	0.2385	MH159197.1
MH159197.1_102	83186	83849	+	1025	transcription regulation	NA	NA	NA	MH159197.1
MH159197.1_103	83854	83953	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	3.9626	0.2189	MH159197.1
MH159197.1_104	83976	84609	+	1240	other	NA	NA	NA	MH159197.1
MH159197.1_105	84621	85143	+	341	tail	NA	NA	NA	MH159197.1
MH159197.1_106	85157	85385	+	1696	tail	NA	NA	NA	MH159197.1
MH159197.1_107	85479	85740	+	2673	unknown function	head and packaging	2.0205	0.1906	MH159197.1
MH159197.1_108	85743	86499	+	2721	unknown function	head and packaging	1.1515	0.2108	MH159197.1
MH159197.1_109	86491	87742	+	284	DNA, RNA and nucleotide metabolism	NA	NA	NA	MH159197.1
MH159197.1_110	87755	88124	+	2892	unknown function	moron, auxiliary metabolic gene and host takeover	9.0710	0.5192	MH159197.1
MH159197.1_111	88110	88422	+	3644	unknown function	DNA, RNA and nucleotide metabolism	2.5845	0.2406	MH159197.1
MH159197.1_112	88485	89022	+	1080	unknown function	head and packaging	1.2794	0.2051	MH159197.1
MH159197.1_113	89014	89782	+	984	DNA, RNA and nucleotide metabolism	NA	NA	NA	MH159197.1
MH159197.1_114	89759	90206	+	2356	unknown function	head and packaging	2.1686	0.1818	MH159197.1
MH159197.1_115	90205	91069	+	1113	head and packaging	NA	NA	NA	MH159197.1
MH159197.1_116	91440	92172	+	1007	unknown function	head and packaging	6.3716	0.2426	MH159197.1
MH159197.1_117	92189	92648	+	1104	head and packaging	NA	NA	NA	MH159197.1
MH159197.1_118	92712	93156	+	1303	DNA, RNA and nucleotide metabolism	NA	NA	NA	MH159197.1
MH159197.1_119	93172	93877	+	2726	unknown function	head and packaging	1.7831	0.1710	MH159197.1
MH159197.1_120	93938	94337	+	2863	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	MH159197.1
MH159197.1_121	94483	94726	+	3157	unknown function	head and packaging	1.2528	0.1771	MH159197.1
MH159197.1_122	94730	95288	+	5958	head and packaging	NA	NA	NA	MH159197.1
MH159197.1_123	95323	95500	+	3664	DNA, RNA and nucleotide metabolism	NA	NA	NA	MH159197.1
MH159197.1_124	95489	95741	+	6867	unknown function	moron, auxiliary metabolic gene and host takeover	9.7777	0.8230	MH159197.1
MH159197.1_125	95733	95967	+	6850	unknown function	DNA, RNA and nucleotide metabolism	1.0159	0.2440	MH159197.1
MH159197.1_126	96047	96692	+	3854	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	MH159197.1
MH159197.1_127	96707	96956	+	4009	unknown function	moron, auxiliary metabolic gene and host takeover	9.6785	0.7589	MH159197.1
MH159197.1_128	96967	97144	+	3524	unknown function	moron, auxiliary metabolic gene and host takeover	7.3140	0.2812	MH159197.1
MH159197.1_129	97136	97433	+	3128	unknown function	moron, auxiliary metabolic gene and host takeover	6.7094	0.2405	MH159197.1
MH159197.1_130	97480	97663	+	3640	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	MH159197.1
MH159197.1_131	97675	98044	+	3669	unknown function	moron, auxiliary metabolic gene and host takeover	7.7048	0.3042	MH159197.1
MH159197.1_132	98056	98404	+	2988	unknown function	moron, auxiliary metabolic gene and host takeover	6.9361	0.2576	MH159197.1
MH159197.1_133	98409	98682	+	3804	unknown function	moron, auxiliary metabolic gene and host takeover	9.4910	0.6644	MH159197.1
MH159197.1_134	98751	99057	+	3143	unknown function	DNA, RNA and nucleotide metabolism	1.3715	0.2014	MH159197.1
MH159197.1_135	99071	99422	+	3752	DNA, RNA and nucleotide metabolism	NA	NA	NA	MH159197.1
MH159197.1_136	99421	100024	+	4208	DNA, RNA and nucleotide metabolism	NA	NA	NA	MH159197.1
MH159197.1_137	100037	100217	+	3701	unknown function	DNA, RNA and nucleotide metabolism	1.3149	0.2624	MH159197.1
MH159197.1_138	100179	100362	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	9.6251	0.7289	MH159197.1
MH159197.1_139	100442	100853	+	1486	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	MH159197.1
MH159197.1_140	100854	101148	+	5835	unknown function	moron, auxiliary metabolic gene and host takeover	9.5631	0.7074	MH159197.1
MH159197.1_141	101164	101452	+	1486	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	MH159197.1
MH159197.1_142	101462	101576	+	4580	transcription regulation	NA	NA	NA	MH159197.1
MH159197.1_143	101568	101838	+	4584	other	NA	NA	NA	MH159197.1
MH159197.1_144	101913	102219	+	654	unknown function	moron, auxiliary metabolic gene and host takeover	7.0235	0.2515	MH159197.1
MH159197.1_145	102218	102626	+	6562	unknown function	moron, auxiliary metabolic gene and host takeover	7.1700	0.2611	MH159197.1
MH159197.1_146	102636	102873	+	7553	transcription regulation	NA	NA	NA	MH159197.1
MH159197.1_147	102869	103397	+	547	other	NA	NA	NA	MH159197.1
MH159197.1_148	103377	103689	+	7962	unknown function	moron, auxiliary metabolic gene and host takeover	6.4280	0.2230	MH159197.1
MH159197.1_149	103734	103914	+	4743	unknown function	moron, auxiliary metabolic gene and host takeover	9.7619	0.8275	MH159197.1
MH159197.1_150	103928	104192	+	4418	unknown function	DNA, RNA and nucleotide metabolism	1.1551	0.1985	MH159197.1
MH159197.1_151	104194	104512	+	4081	unknown function	DNA, RNA and nucleotide metabolism	1.4605	0.1876	MH159197.1
MH159197.1_152	104512	105166	+	4650	unknown function	DNA, RNA and nucleotide metabolism	3.5422	0.2183	MH159197.1
MH159197.1_153	105243	105447	+	7235	DNA, RNA and nucleotide metabolism	NA	NA	NA	MH159197.1
MH159197.1_154	105462	105621	+	4430	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	MH159197.1
MH159197.1_155	105636	105861	+	7618	unknown function	DNA, RNA and nucleotide metabolism	1.0920	0.1890	MH159197.1
MH159197.1_156	105873	106074	+	3453	unknown function	moron, auxiliary metabolic gene and host takeover	4.8509	0.1974	MH159197.1
MH159197.1_157	106074	106365	+	4096	unknown function	moron, auxiliary metabolic gene and host takeover	9.0367	0.5097	MH159197.1
MH159197.1_158	106457	106751	+	1099	DNA, RNA and nucleotide metabolism	NA	NA	NA	MH159197.1
MH159197.1_159	106747	107656	+	619	other	NA	NA	NA	MH159197.1
MH159197.1_160	107673	109143	+	448	other	NA	NA	NA	MH159197.1
MH159197.1_161	109221	109467	+	4028	unknown function	moron, auxiliary metabolic gene and host takeover	2.5551	0.3265	MH159197.1
